code,title,definition,landscape_ecological_context,synonyms,inclusions,exclusions,species,nvc_associations
49,Freshwater – artificial,Freshwater bodies that have been dug by humans.,,,"Artificial ponds, fishing lake sand water-filled sand and gravel pits. Ornamental lakes, fen drains and ditches (especially in coastal and floodplain grazing marsh – see 19). The larger rivers and drains created in low lying regions such as the Fens and Somerset Levels.",Reservoirs (see 45). Canals (see r1e).,,
50,Ditch,An artificial standing-water or dry ditch linear feature that is <5 m wide and that is ≥20 times longer than its width.,,,Drainage ditches in fenland or on levels (use r1). Ditches that are part of the structure of a hedgerow and within 2 m of it should be recorded as part of the hedgerow linear feature (use h2~). Ditches that are part of the structure of a line of trees and within 2 m of it should be recorded as part of the line of trees linear feature (use w~ and 33 or 34).,,,
500,Dry,"Water table <100 cm of the surface, water available only during some periods. NB there are very few areas in the east and southeast of England that meet this",,,,,,
501,Mesic,"Water table 40–100 cm below the surface, available water during most of the non-summer period, may dry out during the mid-summer period.",,,,,,
502,Seasonally wet,"Water table variable at the surface and waterlogged for the winter months or spring flooding season, becoming mesic during the summer period.",,,,,,
503,Wet,Water table within 40 cm of the surface and soil containing free water for most of the year.,,,,,,
504,Waterlogged,Water table at the surface with standing water for 50-70% of the year or with the soil completely saturated. Only small patches remain ‘wet’ in mid- summer.,,,,,,
505,Inundation vegetation,"Frequently inundated vegetation, the water table distinctly above the level of the substrate for most of the year.",,,,,,
506,Nutrient-poor substrate,"Terrestrial or aquatic habitat with markedly low levels of macronutrients – nitrogen, phosphorus and potassium. Plant",,,,,with low Ellenberg ‘N’ values will be common.,
507,Nutrient-enriched,"A surface, such as stream bottom, former manure heaps, middens, soil, tree bark or rock, with locally higher levels of nutrients, such as nitrates.",,,"Formerly nutrient poor soils that have become enriched due to nitrogen deposition or other pollution incidents, such as lowland heath by roads.",,,
508,Base-rich substrate,"Soil, water, tree bark or rock with high levels of calcium or magnesium ions often with a specialised flora.","Many semi-natural habitats that are present on these soils do not require this secondary code as the primary code is sufficient. These codes (508, 509) are particularly useful in urban development sites where vegetation is not semi-natural.",,,,,
509,Acidic substrate,"Soil, water, tree bark or rock with high levels of hydrogen ions.","Many semi-natural habitats that are present on these soils do not require this secondary code as the primary code is sufficient. These codes (508, 509) are particularly useful in urban development sites where vegetation is not semi-natural.",,,,,
51,Chalk rivers,"Chalk rivers are fed from groundwater aquifers, producing clear waters and a generally stable flow and temperature regime. Most chalk rivers have ‘winterbourne’ stretches in their headwaters. These often run dry, or partially dry, in late summer because of lack of rainfall recharging the aquifer.","There are approximately 35 chalk rivers and major tributaries, ranging from 20 km to 90 km in length. They are located in south and east England – from the River Frome in Dorset to the River Hull in Humberside.",Chalk streams.,"Mill races and old urban river stages in southern villages, towns and cities that are on the course of chalk rivers and that have the appropriate bed and floating vegetation.",,"Chalk rivers have a characteristic plant community, often dominated in mid-channel by River Water Crowfoot Ranunculus penicillatus var. pseudofluitans, Blunt-fruited Water-starwort Callitriche obtusangula, Various-leaved Water- starwort Callitriche platycarpa, and along the edges by Watercress Nasturtium officinale and Lesser Water-parsnip Berula erecta. They have low banks, which support a range of water-loving plants. Chalk rivers support high invertebrate diversity. Habitats Directive Annex 2",
510,Bare ground,Any type of bare soil or other unvegetated substrate. Link only with vegetated primary habitats that surround or are adjacent to much of the bare ground patch.,,,Seasonally wet bare patches in fields and areas poached by livestock.,"Bare ground defined by its unvegetated state, such as intertidal mud.",,
511,Compacted substrate,"Soils with increased bulk density and lower porosity, in farmed or urban environments, usually caused by use of heavy machinery or development. The surface may become almost impermeable but never totally so.",,,,,,
512,Landslips,An area of active or recent soil movement down a slope.,,,Recent cliff slumping.,Rockfalls.,,
513,Rock outcrop,Rock outcrops or large boulders ≥ 3m wide or high.,,,Boulder fields where frequent rock outcrops or boulders of various sizes make up >20% of the ground.,Limestone pavements (see s1b5). Cliffs or scree (see s1~). Features larger than the minimum mappable area.,,
514,Snow patch,"Perennial snow patches, or seasonal snow patches lying into late spring or early summer where the surrounding snow field has melted away.",,,,,,
515,High humidity levels,"Areas with a microclimate of permanently high humidity, as in a constricted valley around a watercourse, likely to be conducive to invertebrate and epiphytic",,,,,.,
516,Active Management,"The habitat is being actively managed now. Record the management with a secondary code, preceding this code in the combined code order.",,,,,,
517,Recent Management,"The habitat is not being actively managed now but there is evidence of recent management within the last 3 years. Record the management with a secondary code, preceding this code in the combined code order.",,,,,,
518,Neglected,"The habitat is not being actively managed now and is likely to have been unmanaged for 3 to 10 years. Record the previous management with a secondary code if possible, preceding this code in the combined code order.",,,,,,
519,Abandoned,The habitat is not being actively managed now and is likely to have been unmanaged for at least 10 years.,,,,,,
520,Ancient management,"There is evidence of former use, at least 50 years ago.",,,"Strip lynchetts, woodbanks, park pales, earthworks, relic field bounadaries.",Ridge and Furrow (see 122).,,
521,Unmanaged,There is no evidence of any management at any time.,,,,,,
522,Native,Predominantly,,,All archaeophytes.,All neophytes (see 523).,which are within their natural past or present distribution.,
523,Non-native,Predominantly,,,All neophytes.,All archaeophytes (see 522).,which have been introduced post 1559 by human action outside their past or present distribution.,
524,Invasive non-native,,,,,,Category Type Additional Secondary Codes - All Habitats Spatial Feature Type Area Line Point Allowable Primary Codes g~ w~ h~ f~ c~ u~ s~ r~ t~,
525,Invasive species control,"Site management activities undertaken specifically to control invasive, non-native",,,,,(see 524).,
526,Accessible natural,"Greenspace, natural and semi-natural, including rivers and lakes, that is accessible to the public at all times.",,,"‘Greenspace’ includes habitats g~ (except g4), h~ (except h2), w~, f~, s~ and t~, including these habitats within an urban landscape. Urban habitats are only included if they also have appropriate secondary codes. ‘Accessible’ means places that are available for the general public to use free of charge and without time restrictions, although some sites may be closed to the public overnight and there may be fees for parking a vehicle.",Intensive farmland. The built environment.,,
